No,교육청명,교육지원청명,유치원코드,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,홈페이지,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수,공시차수,경도,위도,상태
11,서울특별시교육청,강서양천교육지원청,1dfcc6e7-c6ff-4843-b970-cfba072320b4,서울강월초등학교병설유치원,공립(병설),류록희,류록희,20161229,20170309,서울특별시 양천구 신월로 97,02-2605-1702,http://gangwol.es.kr/,07시30분~19시30분,1,1,1,0,,12,16,17,0,,20211,126.833429200589,37.5163372744599,정좌표
12,서울특별시교육청,강남서초교육지원청,1ecec08c-ed13-b044-e053-0a32095ab044,강남유치원,사립(사인),최병락,박춘옥,19850201,19850201,서울특별시 강남구 선릉로129길 31,02-546-1673,http://www.knk.or.kr,08시40분~17시40분,,1,2,0,,,21,55,0,,20202,127.039030614928,37.5154944946399,정좌표
13,서울특별시교육청,서부교육지원청,1ecec08c-ed16-b044-e053-0a32095ab044,서울연광초등학교병설유치원,공립(병설),이춘림,이춘림,20040428,20040428,서울특별시 은평구 연서로35길 37,02-353-5977,http://www.yeonkwang.es.kr,07시30분~20시00분,1,1,1,0,,5,12,13,0,,20211,126.924211781063,37.6241343462804,정좌표
14,서울특별시교육청,강남서초교육지원청,1ecec08c-ed17-b044-e053-0a32095ab044,서울원명초등학교병설유치원,공립(병설),유정원,유정원,20050415,20050504,서울특별시 서초구 고무래로 90-6,02-593-4490,http://www.wonmyong.es.kr/index/index.do,07시30분~19시30분,1,1,1,0,,16,22,25,0,,20211,127.016708333979,37.5007785849304,정좌표
15,서울특별시교육청,서부교육지원청,1ecec08c-ed18-b044-e053-0a32095ab044,홍익대학교사범대학부속유치원,사립(법인),학교법인홍익학원,안병규,19851109,19860301,서울특별시 마포구 성미산로 111,02-3140-1107,http://www.hiuk.kg.kr,09시00분~17시00분,2,2,2,0,,40,52,59,0,,20211,126.919238127974,37.562311906821,정좌표
16,서울특별시교육청,성동광진교육지원청,1ecec08c-ed19-b044-e053-0a32095ab044,서울마장초등학교병설유치원,공립(병설),장언경,장언경,20050301,20050301,서울특별시 성동구 마장로35나길 31,02-2282-2831,http://www.majang.es.kr,09시00분~19시30분,1,1,1,0,,4,13,24,0,,20211,127.042127914117,37.5683101311955,정좌표
17,서울특별시교육청,강남서초교육지원청,1ecec08c-ed1c-b044-e053-0a32095ab044,서울우솔초등학교병설유치원,공립(병설),이재관,이재관,20130109,20130301,서울특별시 서초구 양재대로2길 74,3463-9073,http://www.woosol.es.kr,07시30분~19시30분,1,2,2,0,1,9,17,26,0,3,20211,127.019273632743,37.4570876179069,정좌표
18,서울특별시교육청,강남서초교육지원청,1ecec08c-ed1d-b044-e053-0a32095ab044,서울언주초등학교병설유치원,공립(병설),김호산,김호산,20130301,20130314,서울특별시 강남구 남부순환로363길 19,02-3462-5280,http://www.eonju.es.kr,07시00분~19시30분,1,1,1,0,,16,22,23,0,,20211,127.036754579672,37.4867920043575,정좌표
19,서울특별시교육청,강남서초교육지원청,1ecec08c-ed1e-b044-e053-0a32095ab044,서울개원초등학교병설유치원,공립(병설),박승란,박승란,20121227,20130301,서울특별시 강남구 선릉로 29,02-574-1231,http://www.gaewon.es.kr,09시00분~20시00분,1,1,1,0,,8,5,4,0,,20182,127.058737604396,37.4816200419355,정좌표
20,서울특별시교육청,동작관악교육지원청,1ecec08c-ed2b-b044-e053-0a32095ab044,한별유치원,사립(사인),조항욱,조항욱,19830608,19830608,서울특별시 관악구 남부순환로144길 65,02-855-6659,http://www.hanbyeol.co.kr,09시00분~18시00분,1,2,2,0,,24,47,52,0,,20211,126.913477316832,37.4784182831013,정좌표
21,서울특별시교육청,남부교육지원청,1ecec08c-ed2e-b044-e053-0a32095ab044,서울백산초등학교병설유치원,공립(병설),류인철,류인철,20001125,20010301,서울특별시 금천구 시흥대로38길 78,02-803-5883,http://backsan.sen.es.kr/112708/subMenu.do,07시00분~20시00분,1,1,1,0,,6,16,17,0,,20211,126.905549105561,37.446531369962,정좌표
22,서울특별시교육청,남부교육지원청,1ecec08c-ed2f-b044-e053-0a32095ab044,서울아람유치원,사립(사인),조임숙,조임숙,20030317,20030317,서울특별시 구로구 고척로25길 62,02-2612-3269,,09시00분~18시30분,1,1,1,0,,13,12,26,0,,20192,126.846126822752,37.5045904762542,정좌표
23,서울특별시교육청,남부교육지원청,1ecec08c-ed30-b044-e053-0a32095ab044,성모유치원,사립(법인),유명순,유명순,19560309,19560309,서울특별시 영등포구 가마산로89길 7,02-842-2903,http://cafe.daum.net/ntdsm,09시00분~18시00분,1,2,2,0,,23,48,54,0,,20211,126.920839714276,37.5052147756825,정좌표
24,서울특별시교육청,강서양천교육지원청,1ecec08c-ed7f-b044-e053-0a32095ab044,새서울유치원,사립(사인),이상옥,이상옥,19871101,19871101,서울특별시 양천구 목동서로 340,02-2646-1100,http://www.새서울유치원.com,07시30분~19시30분,2,2,2,0,,34,38,36,0,,20211,126.862969430761,37.5184494634276,정좌표
25,서울특별시교육청,강서양천교육지원청,1ecec08c-ed80-b044-e053-0a32095ab044,샘터유치원,사립(사인),유재웅 ,김두임 ,19880517,19880517,서울특별시 양천구 신월로 99,02-2691-1424,http://www.isaemter.co.kr,08시20분~19시00분,1,1,2,0,,30,36,43,0,,20211,126.832748193065,37.517204311713,정좌표
26,서울특별시교육청,강서양천교육지원청,1ecec08c-ed81-b044-e053-0a32095ab044,서울경인유치원,공립(단설),최지영,최지영,20050930,20050930,서울특별시 양천구 안양천로 1009,02-2646-4906,http://www.서울경인유치원.com,07시00분~20시00분,1,2,2,0,1,16,34,41,0,4,20211,126.886565547082,37.5330557227639,정좌표
27,서울특별시교육청,강서양천교육지원청,1ecec08c-ed82-b044-e053-0a32095ab044,서울공항초등학교병설유치원,공립(병설),천종만,천종만,19920120,19920120,서울특별시 강서구 마곡서1로 68,02-2661-4560,http://www.konghang.es.kr,07시30분~20시00분,1,1,2,0,1,16,20,46,0,3,20211,126.821646156402,37.5630905100033,정좌표
28,서울특별시교육청,동부교육지원청,1ecec08c-ed83-b044-e053-0a32095ab044,새일문유치원,사립(사인),민영재,심옥자,19841103,19841104,서울특별시 동대문구 장한로 165,02-2212-6229,http://cafe.naver.com/saeilmoon,09시00분~18시30분,,,1,1,,,,24,24,,20211,127.071666343665,37.5751438914361,정좌표
29,서울특별시교육청,동부교육지원청,1ecec08c-ed85-b044-e053-0a32095ab044,서울중곡초등학교병설유치원,공립(병설),이정순,이정순,19920206,19920905,서울특별시 중랑구 면목로23길 20,02-2209-1281,http://cg.sen.es.kr/167553/subMenu.do,09시00분~20시00분,1,1,2,0,,12,18,42,0,,20211,127.084040493932,37.5741752957478,정좌표
30,서울특별시교육청,북부교육지원청,1ecec08c-ed86-b044-e053-0a32095ab044,한울유치원,사립(사인),김우신,김우신,20000110,20000224,서울특별시 노원구 덕릉로122길 12-6,02-935-3345,http:// www.hanulkid.co.kr,08시00분~17시00분,1,1,1,0,,7,7,15,0,,20211,127.080811658638,37.6685061586774,정좌표
31,서울특별시교육청,북부교육지원청,1ecec08c-ed87-b044-e053-0a32095ab044,햇살유치원,사립(사인),김명희,최연희,19910213,19910213,서울특별시 도봉구 우이천로32길 38,02-904-6248,,09시00분~17시00분,1,2,2,0,,15,47,36,0,,20211,127.025239772767,37.6492245006133,정좌표
32,서울특별시교육청,북부교육지원청,1ecec08c-ed88-b044-e053-0a32095ab044,효천유치원,사립(사인),강영철,허지영,19800301,19800301,서울특별시 노원구 중계로18길 14,02-930-8891,http://hyochunkids.com/,09시00분~17시00분,1,1,2,0,,24,29,54,0,,20211,127.078210686067,37.651364743394,정좌표
33,서울특별시교육청,서부교육지원청,1ecec08c-ed89-b044-e053-0a32095ab044,궁전유치원,사립(사인),백금옥,백금옥,19970214,19970214,서울특별시 은평구 갈현로33길 24,02-383-1667,http://kj16667.happyihome.com,09시00분~17시00분,1,1,1,0,,9,8,19,0,,20182,126.914408274573,37.6226631613574,정좌표
34,서울특별시교육청,강동송파교육지원청,1ecec08c-ed94-b044-e053-0a32095ab044,꿀벌유치원,사립(사인),이영자,조윤희,19980304,20091013,서울특별시 송파구 양산로8길 8,02-3401-1752,,07시30분~19시30분,1,,,1,,7,,,12,,20211,127.143925582071,37.4907600543462,정좌표
35,서울특별시교육청,강동송파교육지원청,1ecec08c-ed95-b044-e053-0a32095ab044,송원유치원,사립(사인),심용섭,김정원,19810117,19810311,서울특별시 강동구 성안로 64,02-476-8938,,09시00분~18시00분,2,1,2,0,,40,24,46,0,,20182,127.131724260627,37.5291679195817,정좌표
36,서울특별시교육청,북부교육지원청,1ecec08c-ee11-b044-e053-0a32095ab044,행복한유치원,사립(사인),이계화,이계화,20040429,20040429,서울특별시 도봉구 시루봉로6길 86,02-900-8001,,07시30분~19시30분,1,1,2,0,,13,17,30,0,,20211,127.032209238049,37.6591691952414,정좌표
37,서울특별시교육청,서부교육지원청,1ecec08c-ee12-b044-e053-0a32095ab044,성아유치원,사립(사인),김영미,김영미,20060816,20060816,서울특별시 은평구 응암로14길 21,02-303-6004,http://sungakids.moapp.kr,09시00분~20시00분,1,2,1,0,,28,29,33,0,,20211,126.91968861286,37.5898940477956,정좌표
38,서울특별시교육청,서부교육지원청,1ecec08c-ee13-b044-e053-0a32095ab044,성균관유치원,사립(사인),이경숙,이정혜,20070301,20070301,서울특별시 은평구 연서로27길 23,02-356-5373,http://www.skkokok.com,07시00분~20시00분,2,2,3,0,,19,39,62,0,,20211,126.916949490929,37.6183054366401,정좌표
39,서울특별시교육청,동부교육지원청,1ecec08c-ee33-b044-e053-0a32095ab044,백주유치원,사립(사인),김재영,이명숙,19660127,19660127,서울특별시 동대문구 서울시립대로18길 19,02-2249-5170,http://cafe.daum.net/baekjukids,08시00분~19시00분,1,1,1,0,,6,24,12,0,,20202,127.052798337208,37.5806284770507,정좌표
40,서울특별시교육청,서부교육지원청,1ecec08c-ee3d-b044-e053-0a32095ab044,동산유치원,사립(법인),임남희,임남희,19830301,19831101,서울특별시 은평구 증산서길 53-9,02-372-3030,http://dongsankid.kidis.co.kr,07시00분~22시00분,1,2,1,0,,17,24,14,0,,20211,126.904411692352,37.5817757341013,정좌표
41,서울특별시교육청,중부교육지원청,1ecec08c-ee46-b044-e053-0a32095ab044,강변유치원,사립(법인),장병일,이수영,19790309,19790309,서울특별시 용산구 이촌로84길 9-7,02-792-2652,,09시00분~17시00분,1,1,1,0,,21,25,16,0,,20211,126.977415814121,37.5183352785817,정좌표
42,서울특별시교육청,성북강북교육지원청,1ecec08c-ee4e-b044-e053-0a32095ab044,개동유치원,사립(법인),재단법인예수교대한성결교회유지재단,안경선,19991228,19991228,서울특별시 성북구 보국문로 143,02-915-5721,https://cafe.naver.com/kaedongyuchiwon20,09시00분~17시00분,1,1,1,0,,13,11,22,0,,20211,127.004931600747,37.6157678213628,정좌표
43,서울특별시교육청,성북강북교육지원청,1ecec08c-ee4f-b044-e053-0a32095ab044,영광유치원,사립(사인),왕기은,정은영,19990119,19990119,서울특별시 성북구 북악산로 913,02-923-5900,http://cafe.daum.net/ykkindergarten,08시00분~18시30분,2,2,2,0,,38,43,41,0,,20211,127.023456140464,37.5955773988332,정좌표
44,서울특별시교육청,성북강북교육지원청,1ecec08c-ee50-b044-e053-0a32095ab044,은영유치원,사립(법인),재)대한불교보문원,김현주,19871230,19871230,서울특별시 성북구 보문사길 18,02-926-9278,http://cafe.daum.net/dmsdud9278,09시00분~18시00분,1,2,2,0,,18,49,45,0,,20211,127.016682135257,37.5846233038017,정좌표
45,서울특별시교육청,강서양천교육지원청,1ecec08c-eec5-b044-e053-0a32095ab044,솔샘유치원,사립(사인),김성진,차영자,19880823,19880823,서울특별시 양천구 목동서로 130,02-2646-2343,,09시30분~20시00분,2,2,1,0,,30,34,22,0,,20182,126.880160342497,37.5455783919398,정좌표
46,서울특별시교육청,강서양천교육지원청,1ecec08c-eec6-b044-e053-0a32095ab044,한나유치원,사립(사인),정애선 임진열,호승희,19950104,19950104,서울특별시 강서구 금낭화로 287-19,02-2666-1004,,09시30분~20시00분,1,2,1,0,,18,45,27,0,,20211,126.809600564172,37.5769170768732,정좌표
47,서울특별시교육청,강서양천교육지원청,1ecec08c-eec7-b044-e053-0a32095ab044,화곡유치원,사립(법인),학교법인한국그리스도의교회학원,허영,19990120,19990120,서울특별시 강서구 까치산로 60,02-2697-3104,,08시00분~19시00분,,1,1,0,,,5,22,0,,20211,126.846674780815,37.5437739209759,정좌표
48,서울특별시교육청,남부교육지원청,1ecec08c-eecb-b044-e053-0a32095ab044,정훈유치원,사립(사인),허태근,허지영,19990601,19990601,서울특별시 구로구 경인로 382,02-2683-6833,,07시00분~19시00분,1,2,2,0,,32,42,42,0,,20211,126.863082063914,37.4963726500996,정좌표
49,서울특별시교육청,남부교육지원청,1ecec08c-eecc-b044-e053-0a32095ab044,큰나무유치원,사립(사인),구영옥,차윤정,19980203,19980203,서울특별시 영등포구 도신로 31,02-832-3904,http://bigtreekid.co.kr,09시00분~18시00분,1,2,1,0,,13,36,29,0,,20211,126.895224399715,37.5063741682293,정좌표
50,서울특별시교육청,남부교육지원청,1ecec08c-eecd-b044-e053-0a32095ab044,평강유치원,사립(사인),김태숙,김태숙,19881201,19881201,서울특별시 영등포구 신길로 27,02-848-0502,,07시30분~19시30분,1,2,2,0,,24,48,52,0,,20211,126.908153622247,37.4949305387922,정좌표
51,서울특별시교육청,북부교육지원청,1ecec08c-eecf-b044-e053-0a32095ab044,선희유치원,사립(사인),정소영,정희라,19900221,19900221,서울특별시 도봉구 해등로 241,02-906-1614,,08시00분~18시30분,1,1,1,0,,14,18,14,0,,20211,127.029883759571,37.6575759445843,정좌표
52,서울특별시교육청,북부교육지원청,1ecec08c-eed0-b044-e053-0a32095ab044,슬기유치원,사립(사인),김신영,이명희,20000529,20000529,서울특별시 도봉구 도봉로180나길 33-29,02-954-7771,http://www.seulgi.co.kr,07시00분~22시00분,2,3,3,0,,49,82,79,0,,20211,127.048203282385,37.6840070262813,정좌표
53,서울특별시교육청,북부교육지원청,1ecec08c-eed1-b044-e053-0a32095ab044,영은유치원,사립(사인),문동식,이헤경,20030403,19880314,서울특별시 노원구 동일로213길 78,02-932-1001,,07시00분~20시00분,1,1,1,0,,18,20,28,0,,20202,127.057596412161,37.6481199556865,정좌표
54,서울특별시교육청,서부교육지원청,1ecec08c-eed5-b044-e053-0a32095ab044,서울마포초등학교병설유치원,공립(병설),이봉숙,이봉숙,20001125,20001125,서울특별시 마포구 도화2길 64,02-712-1170,http://mapo.sen.es.kr/140251/subMenu.do,07시30분~19시30분,2,1,1,0,,20,21,24,0,,20211,126.949150684816,37.53847705835,정좌표
55,서울특별시교육청,서부교육지원청,1ecec08c-eed6-b044-e053-0a32095ab044,서울상암초등학교병설유치원,공립(병설),주기용,주기용,19960312,19960710,서울특별시 마포구 월드컵북로 353,02-376-4110,http://www.sangam.es.kr,07시00분~20시00분,1,1,1,0,,14,16,18,0,,20211,126.892343778669,37.5763377248223,정좌표
56,서울특별시교육청,서부교육지원청,1ecec08c-eed7-b044-e053-0a32095ab044,서울신도초등학교병설유치원,공립(병설),진경자,진경자,19940624,19940910,서울특별시 은평구 진관1로 77-23,02-352-3693,http://www.sindo.es.kr,09시00분~19시00분,,1,1,0,1,,12,22,0,4,20211,126.929198588004,37.6329375831849,정좌표
57,서울특별시교육청,서부교육지원청,1ecec08c-eed8-b044-e053-0a32095ab044,서일유치원,사립(사인),김기덕,조경화,19931231,19931231,서울특별시 마포구 새터산16길 14,02-308-2114,http://www.seoilkids.com,09시00분~20시00분,2,2,2,0,,22,44,52,0,,20211,126.908195944565,37.5674589101959,정좌표
58,서울특별시교육청,성동광진교육지원청,1ecec08c-eee1-b044-e053-0a32095ab044,선경유치원,사립(법인),성현정,성현정,19680308,19680308,서울특별시 광진구 뚝섬로66길 14,02-447-0852,http://www.sk-kinder.net,09시00분~18시00분,2,2,2,0,,44,39,44,0,,20211,127.089951881419,37.5335077561337,정좌표
59,서울특별시교육청,성동광진교육지원청,1ecec08c-eee2-b044-e053-0a32095ab044,성산유치원,사립(법인),대한예수교장로회총회(고신)유지재단,조은영,19840310,19840310,서울특별시 광진구 뚝섬로59길 18,02-455-0581,,07시30분~19시30분,1,1,1,0,,11,22,22,0,,20211,127.084177135613,37.5329073613324,정좌표
60,서울특별시교육청,성동광진교육지원청,1ecec08c-eee3-b044-e053-0a32095ab044,자양유치원,사립(사인),이윤예,이연정,19830314,19830314,서울특별시 광진구 자양로5길 36,02-446-4345,http://www.jayangkids.com/,09시00분~20시00분,,,1,1,,,,19,14,,20202,127.083768721047,37.5311684695494,정좌표
61,서울특별시교육청,성동광진교육지원청,1ecec08c-eee4-b044-e053-0a32095ab044,프라임유치원,사립(사인),최을재,이정미,19970305,19970305,서울특별시 광진구 광나루로56길 5,02-453-0671,http://www.primekid.co.kr,08시00분~19시00분,2,2,3,0,,33,47,62,0,,20211,127.098358684282,37.5387825353727,정좌표
62,서울특별시교육청,강동송파교육지원청,1ecec08c-eee8-b044-e053-0a32095ab044,서울신천초등학교병설유치원,공립(병설),김미영,김미영,19860301,19860301,서울특별시 송파구 올림픽로 215,02-412-5488,http://www.서울신천병설유치원.com/,07시00분~19시00분,1,2,2,0,,16,32,40,0,,20211,127.095780506296,37.5136529238856,정좌표
63,서울특별시교육청,강동송파교육지원청,1ecec08c-eeec-b044-e053-0a32095ab044,장미유치원,사립(법인),박영호,김미정,19931222,19931222,서울특별시 송파구 올림픽로35길 118,02-424-0090,http://www.jangmikid.kr,09시00분~17시30분,1,1,1,0,,21,23,28,0,,20211,127.100826357068,37.5179278315198,정좌표
64,서울특별시교육청,서부교육지원청,1ecec08c-ef03-b044-e053-0a32095ab044,연유치원,사립(사인),정숙희,정숙희,20060301,20060301,서울특별시 서대문구 명지대길 39-4,02-307-4091,http://cafe.daum.net/yeunkids,08시00분~19시00분,1,2,2,0,,17,29,29,0,,20211,126.92408425126,37.5818913825337,정좌표
65,서울특별시교육청,강남서초교육지원청,1ecec08c-ef04-b044-e053-0a32095ab044,도곡렉슬유치원,사립(사인),전영순,정연희,20060221,20060306,서울특별시 강남구 선릉로 221,02-579-7736,,08시30분~18시00분,,,,8,,,,,185,,20211,127.053663930932,37.4936465976225,정좌표
66,서울특별시교육청,성북강북교육지원청,1ecec08c-ef05-b044-e053-0a32095ab044,두산효자유치원,사립(사인),석성환,이효자,20030308,20030308,서울특별시 성북구 화랑로48길 16,02-963-8334,http://dshyoja.kidswon.com,07시30분~19시30분,1,2,1,0,,22,34,26,0,,20211,127.067425887565,37.6130648951597,정좌표
67,서울특별시교육청,동작관악교육지원청,1ecec08c-ef06-b044-e053-0a32095ab044,동원유치원,사립(사인),차정희,하영남,19930224,19930224,서울특별시 관악구 행운1길 96,02-875-3456,,08시00분~20시00분,1,2,2,0,,15,35,20,0,,20211,126.956727766664,37.4828186401787,정좌표
68,서울특별시교육청,동작관악교육지원청,1ecec08c-ef08-b044-e053-0a32095ab044,서울관악초등학교병설유치원,공립(병설),김영숙,김영숙,20000115,20000411,서울특별시 관악구 청룡4길 49,02-883-0932,http://seoul-kwanak.sen.es.kr,07시10분~19시20분,1,1,1,0,1,11,18,22,0,3,20211,126.942617685437,37.4808071540038,정좌표
69,서울특별시교육청,북부교육지원청,1ecec08c-ef26-b044-e053-0a32095ab044,키즈위즈유치원,사립(사인),민중기,김선정,20110113,20110113,서울특별시 노원구 덕릉로86길 65,02-930-5525,,08시30분~16시00분,2,2,2,0,,35,34,53,0,,20211,127.078884725751,37.6611095176455,정좌표
70,서울특별시교육청,성북강북교육지원청,1ecec08c-ef38-b044-e053-0a32095ab044,새싹유치원,사립(법인),학교법인 은실학원,유청옥,19641007,19641007,서울특별시 성북구 정릉로 282,02-914-6529,http://www.saessakid.co.kr,08시00분~19시00분,2,2,2,0,,27,37,50,0,,20211,127.01454163932,37.6031270430676,정좌표
71,서울특별시교육청,강동송파교육지원청,1ecec08c-ef39-b044-e053-0a32095ab044,한영중고등학교병설한영유치원,사립(법인),조윤정,김행기,19880206,19880301,서울특별시 강동구 동남로 832,02-426-1697,,09시00분~17시00분,3,3,3,0,,72,89,77,0,,20211,127.159046066618,37.5492420457327,정좌표
72,서울특별시교육청,강서양천교육지원청,1ecec08c-ef9b-b044-e053-0a32095ab044,서울월촌초등학교병설유치원,공립(병설),이상래,이상래,19860312,19860417,서울특별시 양천구 목동중앙로 132,02-2643-3477,http://www.swc.kg.kr,07시00분~20시00분,1,2,2,0,,16,25,38,0,,20211,126.876804610444,37.5403178765042,정좌표
73,서울특별시교육청,강서양천교육지원청,1ecec08c-ef9c-b044-e053-0a32095ab044,선미유치원,사립(법인),염수정,소은영,19730129,19730313,서울특별시 강서구 까치산로2길 43,02-2606-3341,https://cafe.naver.com/sunmikinder3341,09시00분~18시00분,1,2,2,0,,20,39,46,0,,20211,126.843641765832,37.5393326687587,정좌표
74,서울특별시교육청,강서양천교육지원청,1ecec08c-ef9d-b044-e053-0a32095ab044,솔밭유치원,사립(사인),기성환,기윤경,19841107,19841107,서울특별시 양천구 신월로10길 2-1,02-2693-0242,,09시00분~18시00분,,,1,2,,,,19,24,,20182,126.840109069213,37.5168953132527,정좌표
75,서울특별시교육청,남부교육지원청,1ecec08c-efa0-b044-e053-0a32095ab044,미림유치원,사립(사인),박성근,최경선,19820610,19820610,서울특별시 구로구 개봉로18길 37,02-2612-1006,http://www.미림유치원.kr/,07시20분~19시20분,,,1,1,,,,24,31,,20211,126.857962787721,37.4908680478866,정좌표
76,서울특별시교육청,동부교육지원청,1ecec08c-efaa-b044-e053-0a32095ab044,예일유치원,사립(사인),문순,전성,19930227,19930227,서울특별시 동대문구 사가정로 190,02-2215-0084,,09시00분~18시00분,2,2,2,0,,31,52,54,0,,20211,127.064384443133,37.5773424033649,정좌표
77,서울특별시교육청,남부교육지원청,1ecec08c-efb3-b044-e053-0a32095ab044,은하유치원,사립(법인),염수정,문은경,19950301,19950301,서울특별시 영등포구 당산로28길 11,02-2068-0109,,08시30분~18시00분,1,1,1,0,,28,30,32,0,,20211,126.898029149354,37.524924784511,정좌표
78,서울특별시교육청,동작관악교육지원청,1ecec08c-efbf-b044-e053-0a32095ab044,서울은로초등학교병설유치원,공립(병설),박영호,박영호,19850114,19850301,서울특별시 동작구 서달로 115,02-826-5787,http://eunlo.sen.es.kr/index.do,09시00분~19시00분,1,1,2,0,1,16,22,41,0,4,20211,126.960741123701,37.5037406727907,정좌표
79,서울특별시교육청,동작관악교육지원청,1ecec08c-efc0-b044-e053-0a32095ab044,서울은천초등학교병설유치원,공립(병설),이경희,이경희,19940805,19940901,서울특별시 관악구 은천로 69,02-883-6421,http://www.euncheon.kg.kr,09시00분~20시00분,1,2,2,0,1,13,30,42,0,4,20211,126.942471064088,37.4868398820292,정좌표
80,서울특별시교육청,동작관악교육지원청,1ecec08c-efc2-b044-e053-0a32095ab044,예림유치원,사립(사인),송숙현,송숙현,19890607,19890607,서울특별시 동작구 현충로 151,02-817-1455,http://www.enterkids.com/yerim/,07시00분~20시00분,1,1,1,0,,6,9,6,0,,20211,126.96988210864,37.506234818503,정좌표
81,서울특별시교육청,북부교육지원청,1ecec08c-efcc-b044-e053-0a32095ab044,보나유치원,사립(사인),최용기,최아람,19930308,19930501,서울특별시 도봉구 해등로 307,02-956-3197,,07시00분~20시00분,1,1,1,0,,18,20,29,0,,20211,127.022068191111,37.656904590097,정좌표
82,서울특별시교육청,북부교육지원청,1ecec08c-efcd-b044-e053-0a32095ab044,공릉 사라유치원,사립(사인),송동춘,강연미,19830303,19830303,서울특별시 노원구 동일로198가길 13,02-974-7766,http://cafe.naver.com/sarayouchwon,09시00분~19시00분,1,2,2,0,,22,47,49,0,,20211,127.072003822687,37.6301643539048,정좌표
